job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,cons_conf_idx,euribor_3_month,deposit,age_bucket,previous_campaign
1,2,2,0,0,0,1,6,4,5,-41.8,4.8660000000000005,0,2,0
7,3,1,0,0,0,1,6,4,2,-41.8,4.8660000000000005,0,2,0
1,2,3,0,0,2,1,6,4,3,-41.8,4.8660000000000005,0,1,0
10,2,2,1,0,0,1,6,4,2,-41.8,4.8660000000000005,0,2,0
7,2,3,1,2,0,1,6,4,12,-41.8,4.8660000000000005,0,1,0
1,2,3,0,0,0,1,6,4,2,-41.8,4.8660000000000005,0,2,0
9,1,4,0,2,2,1,6,4,2,-41.8,4.8660000000000005,0,1,0
0,2,3,0,2,0,1,6,4,2,-41.8,4.8660000000000005,0,2,0
9,2,4,1,2,0,1,6,4,2,-41.8,4.8660000000000005,0,2,0
9,1,4,0,2,0,1,6,4,2,-41.8,4.8660000000000005,0,3,0
1,2,2,0,0,0,1,6,4,2,-41.8,4.8660000000000005,0,2,0
7,2,3,0,2,0,1,6,4,3,-41.8,4.8660000000000005,0,2,0
9,2,4,1,2,0,1,6,4,6,-41.8,4.8660000000000005,0,3,0
4,2,4,0,2,0,1,6,4,3,-41.8,4.8660000000000005,0,2,0
7,1,3,0,0,0,1,6,4,3,-41.8,4.8660000000000005,0,1,0
3,2,4,1,0,0,1,6,4,3,-41.8,4.8660000000000005,0,2,0
1,3,3,0,0,2,1,6,4,7,-41.8,4.8660000000000005,0,2,0
1,2,2,1,0,0,1,6,4,1,-41.8,4.8660000000000005,0,3,0
3,2,2,1,0,0,1,6,4,2,-41.8,4.8660000000000005,0,2,0
3,2,3,0,0,0,1,6,4,1,-41.8,4.8660000000000005,0,1,0
3,1,3,0,0,0,1,6,4,2,-41.8,4.8660000000000005,0,1,0
0,2,4,0,2,0,1,6,5,4,-41.8,4.967,0,2,0
7,2,3,1,0,0,1,6,5,1,-41.8,4.967,0,1,0
7,2,3,1,1,1,1,6,5,1,-41.8,4.967,0,1,0
7,2,3,1,0,2,1,6,5,1,-41.8,4.967,0,1,0
7,2,3,0,2,0,1,6,5,1,-41.8,4.967,0,1,0
2,2,1,0,0,0,1,6,5,2,-41.8,4.967,0,3,0
1,2,3,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
0,3,4,0,0,0,1,6,5,4,-41.8,4.967,0,3,0
1,2,3,0,0,0,1,6,5,4,-41.8,4.967,0,2,0
1,2,2,1,2,2,1,6,5,15,-41.8,4.967,0,3,0
2,2,1,1,0,0,1,6,5,2,-41.8,4.967,0,2,0
5,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,3,0
0,1,4,0,0,2,1,6,5,4,-41.8,4.967,0,2,0
4,2,3,0,1,1,1,6,5,1,-41.8,4.967,0,2,0
7,2,3,0,2,0,1,6,5,11,-41.8,4.967,0,2,0
1,1,3,1,2,0,1,6,5,1,-41.8,4.967,0,2,0
4,1,4,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,3,1,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
1,2,3,0,0,2,1,6,5,1,-41.8,4.967,0,2,0
7,2,3,0,2,0,1,6,5,1,-41.8,4.967,1,2,0
1,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
0,1,3,0,0,0,1,6,5,1,-41.8,4.967,0,3,0
9,2,4,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,3,0,0,0,1,6,5,9,-41.8,4.967,0,3,0
9,2,4,0,2,0,1,6,5,3,-41.8,4.967,0,2,0
4,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
1,2,3,0,1,1,1,6,5,1,-41.8,4.967,0,1,0
7,2,3,1,0,0,1,6,5,2,-41.8,4.967,0,2,0
2,2,3,0,0,2,1,6,5,6,-41.8,4.967,0,3,0
0,2,3,0,0,2,1,6,5,1,-41.8,4.967,0,3,0
3,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
4,2,3,1,0,0,1,6,5,1,-41.8,4.967,0,3,0
9,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,1,0,0,0,1,6,5,5,-41.8,4.967,0,1,0
9,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
7,2,3,1,0,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,2,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,3,0
6,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,1,2,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,3,1,2,0,1,6,5,3,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,2,-41.8,4.967,0,3,0
1,2,3,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
0,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,4,1,2,2,1,6,5,1,-41.8,4.967,0,3,0
4,3,4,0,2,0,1,6,5,1,-41.8,4.967,0,3,0
9,2,1,0,2,0,1,6,5,1,-41.8,4.967,0,3,0
9,2,4,1,0,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,2,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
9,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
0,1,4,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
10,2,3,1,2,0,1,6,5,1,-41.8,4.967,0,3,0
4,2,4,0,0,2,1,6,5,5,-41.8,4.967,0,2,0
1,2,3,1,2,0,1,6,5,3,-41.8,4.967,0,2,0
7,1,4,0,0,0,1,6,5,5,-41.8,4.967,0,1,0
0,2,4,0,2,2,1,6,5,2,-41.8,4.967,0,2,0
6,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
4,2,4,0,0,0,1,6,5,5,-41.8,4.967,0,3,0
6,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,3,0
0,1,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
7,1,3,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
7,2,3,1,2,0,1,6,5,2,-41.8,4.967,0,3,0
0,1,4,0,2,2,1,6,5,2,-41.8,4.967,0,1,0
1,2,2,0,2,2,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
9,2,1,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,2,-41.8,4.967,1,3,0
1,1,1,0,0,2,1,6,5,1,-41.8,4.967,0,2,0
0,3,3,0,0,0,1,6,5,5,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
7,2,3,1,2,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,2,1,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,1,3,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
6,2,2,1,0,2,1,6,5,2,-41.8,4.967,1,3,0
9,3,3,0,0,0,1,6,5,3,-41.8,4.967,0,3,0
1,2,3,1,2,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,2,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
9,1,3,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
7,2,1,1,0,0,1,6,5,5,-41.8,4.967,0,3,0
1,2,2,0,0,0,1,6,5,3,-41.8,4.967,0,3,0
0,1,3,1,2,0,1,6,5,2,-41.8,4.967,0,2,0
7,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,3,1,0,2,1,6,5,1,-41.8,4.967,0,2,0
9,2,4,0,0,2,1,6,5,1,-41.8,4.967,0,3,0
5,2,2,0,0,0,1,6,5,3,-41.8,4.967,0,3,0
0,1,3,0,2,0,1,6,5,16,-41.8,4.967,0,2,0
7,2,3,0,2,0,1,6,5,1,-41.8,4.967,0,1,0
6,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,0,2,1,6,5,1,-41.8,4.967,0,3,0
10,2,4,0,2,2,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,3,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
0,2,3,1,2,0,1,6,5,3,-41.8,4.967,0,2,0
7,2,3,1,2,0,1,6,5,1,-41.8,4.967,0,3,0
7,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
7,3,2,0,0,2,1,6,5,1,-41.8,4.967,0,2,0
7,3,3,0,2,0,1,6,5,2,-41.8,4.967,0,1,0
1,2,3,1,2,0,1,6,5,3,-41.8,4.967,0,3,0
4,2,1,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,2,-41.8,4.967,0,1,0
0,1,4,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
5,2,3,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
0,1,4,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
11,2,2,0,2,0,1,6,5,1,-41.8,4.967,0,3,0
0,2,4,0,0,0,1,6,5,13,-41.8,4.967,0,2,0
10,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
7,2,3,1,2,2,1,6,5,13,-41.8,4.967,0,3,0
2,3,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
0,1,3,0,2,0,1,6,5,3,-41.8,4.967,0,2,0
1,2,3,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,4,0,2,0,1,6,5,11,-41.8,4.967,1,2,0
0,1,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
2,2,4,0,2,0,1,6,5,3,-41.8,4.967,0,1,0
1,1,2,1,2,0,1,6,5,1,-41.8,4.967,0,2,0
0,2,3,0,0,2,1,6,5,2,-41.8,4.967,0,1,0
0,2,4,0,0,0,1,6,5,4,-41.8,4.967,1,2,0
4,1,1,0,0,0,1,6,5,2,-41.8,4.967,1,2,0
1,2,3,1,2,0,1,6,5,2,-41.8,4.967,0,2,0
9,1,4,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
2,2,3,0,2,2,1,6,5,1,-41.8,4.967,0,1,0
4,2,4,0,0,0,1,6,5,5,-41.8,4.967,0,2,0
3,2,3,0,2,2,1,6,5,2,-41.8,4.967,0,2,0
1,2,3,1,2,2,1,6,5,2,-41.8,4.967,0,2,0
9,1,4,1,0,0,1,6,5,4,-41.8,4.967,0,2,0
1,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
10,1,3,1,2,0,1,6,5,1,-41.8,4.967,0,1,0
11,2,2,0,0,2,1,6,5,4,-41.8,4.967,0,2,0
1,2,2,0,0,0,1,6,5,2,-41.8,4.967,1,1,0
0,2,4,0,0,2,1,6,5,2,-41.8,4.967,0,1,0
0,2,3,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
2,2,4,1,0,2,1,6,5,3,-41.8,4.967,0,3,0
1,2,2,0,1,1,1,6,5,3,-41.8,4.967,0,3,0
5,1,2,1,2,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,4,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
0,1,4,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
0,2,3,1,1,1,1,6,5,1,-41.8,4.967,0,2,0
0,3,4,1,2,0,1,6,5,1,-41.8,4.967,0,1,0
0,2,3,1,0,2,1,6,5,1,-41.8,4.967,0,2,0
6,1,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,0,1,1,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,1,1,1,6,5,1,-41.8,4.967,0,3,0
7,2,3,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
1,2,3,0,0,2,1,6,5,2,-41.8,4.967,0,2,0
1,2,2,1,0,2,1,6,5,2,-41.8,4.967,0,2,0
0,2,4,0,2,0,1,6,5,7,-41.8,4.967,0,2,0
0,2,3,0,2,2,1,6,5,4,-41.8,4.967,0,1,0
2,2,4,1,1,1,1,6,5,2,-41.8,4.967,0,2,0
2,2,1,1,2,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,0,1,1,1,6,5,1,-41.8,4.967,0,3,0
1,2,3,0,2,0,1,6,5,1,-41.8,4.967,0,1,0
4,2,4,1,0,0,1,6,5,2,-41.8,4.967,0,3,0
1,2,4,1,0,0,1,6,5,2,-41.8,4.967,1,2,0
7,2,2,0,0,0,1,6,5,1,-41.8,4.967,0,3,0
7,2,2,0,1,1,1,6,5,1,-41.8,4.967,0,3,0
1,2,2,0,0,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,2,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
6,1,4,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
0,2,3,0,0,2,1,6,5,1,-41.8,4.967,0,3,0
1,2,3,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
0,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,3,0,2,0,1,6,5,5,-41.8,4.967,0,2,0
3,2,3,1,1,1,1,6,5,4,-41.8,4.967,0,3,0
1,2,2,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
6,3,3,0,2,0,1,6,5,13,-41.8,4.967,0,2,0
0,2,4,0,2,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,2,1,0,0,1,6,5,2,-41.8,4.967,0,3,0
9,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
0,2,3,0,0,0,1,6,5,4,-41.8,4.967,0,3,0
6,2,4,0,0,0,1,6,5,3,-41.8,4.967,1,3,0
7,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
9,3,4,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
0,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
1,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
4,2,2,1,0,0,1,6,5,2,-41.8,4.967,0,3,0
9,2,4,0,0,0,1,6,5,5,-41.8,4.967,0,2,0
1,2,3,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
10,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
10,2,2,0,2,2,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,2,0,1,6,5,1,-41.8,4.967,0,2,0
0,2,3,0,0,0,1,6,5,4,-41.8,4.967,0,1,0
9,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,2,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,1,1,0,0,2,1,6,5,2,-41.8,4.967,0,2,0
10,2,2,1,0,2,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,0,2,2,1,6,5,2,-41.8,4.967,0,3,0
2,2,4,1,0,0,1,6,5,5,-41.8,4.967,0,2,0
9,3,2,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
0,3,4,0,2,0,1,6,5,3,-41.8,4.967,1,2,0
3,1,4,0,0,2,1,6,5,2,-41.8,4.967,0,1,0
1,2,2,0,2,2,1,6,5,2,-41.8,4.967,0,2,0
4,1,3,0,0,0,1,6,5,1,-41.8,4.967,0,3,0
2,2,4,1,2,0,1,6,5,8,-41.8,4.967,0,2,0
1,2,2,0,1,1,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
3,2,3,0,2,2,1,6,5,2,-41.8,4.967,0,1,0
0,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
4,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,3,0
0,1,4,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
0,2,4,0,0,0,1,6,5,7,-41.8,4.967,0,2,0
1,2,2,0,0,0,1,6,5,6,-41.8,4.967,0,1,0
0,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
2,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
5,2,3,0,0,0,1,6,5,4,-41.8,4.967,0,3,0
0,1,3,0,0,2,1,6,5,2,-41.8,4.967,0,1,0
9,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,1,0
4,2,4,0,2,0,1,6,5,5,-41.8,4.967,0,1,0
1,1,2,1,0,2,1,6,5,2,-41.8,4.967,0,2,0
0,1,3,0,2,0,1,6,5,4,-41.8,4.967,0,1,0
6,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
10,2,2,1,2,2,1,6,5,2,-41.8,4.967,0,3,0
0,3,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,3,0,1,1,1,6,5,4,-41.8,4.967,0,2,0
0,2,3,0,0,0,1,6,5,3,-41.8,4.967,0,3,0
9,1,4,0,1,1,1,6,5,3,-41.8,4.967,0,2,0
7,1,3,1,2,0,1,6,5,3,-41.8,4.967,0,1,0
1,2,2,1,0,2,1,6,5,8,-41.8,4.967,0,1,0
7,2,3,0,2,2,1,6,5,2,-41.8,4.967,0,2,0
5,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,3,0
7,3,3,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
3,2,2,1,2,0,1,6,5,2,-41.8,4.967,0,3,0
1,1,2,0,2,2,1,6,5,2,-41.8,4.967,0,1,0
1,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,4,-41.8,4.967,0,1,0
9,2,3,0,0,0,1,6,5,4,-41.8,4.967,0,2,0
9,2,4,0,0,2,1,6,5,3,-41.8,4.967,0,2,0
3,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,4,1,0,2,1,6,5,4,-41.8,4.967,0,3,0
1,2,3,1,1,1,1,6,5,1,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,4,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,0,0,2,1,6,5,2,-41.8,4.967,0,2,0
9,2,4,1,2,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
1,2,3,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
10,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
0,2,3,0,1,1,1,6,5,1,-41.8,4.967,0,3,0
3,1,2,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
6,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
0,2,4,1,1,1,1,6,5,6,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,2,-41.8,4.967,0,3,0
1,2,3,1,1,1,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
0,2,4,1,2,2,1,6,5,2,-41.8,4.967,0,2,0
9,1,3,0,2,2,1,6,5,1,-41.8,4.967,0,2,0
0,2,3,1,2,0,1,6,5,3,-41.8,4.967,0,2,0
1,2,3,0,0,0,1,6,5,1,-41.8,4.967,1,2,0
0,2,3,1,2,0,1,6,5,2,-41.8,4.967,0,2,0
8,1,3,1,0,0,1,6,5,1,-41.8,4.967,0,1,0
11,1,1,1,2,0,1,6,5,2,-41.8,4.967,0,2,0
0,1,4,0,0,2,1,6,5,9,-41.8,4.967,0,2,0
4,2,2,1,2,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,3,4,0,0,0,1,6,5,23,-41.8,4.967,0,2,0
0,3,4,0,0,0,1,6,5,3,-41.8,4.967,0,3,0
0,2,3,0,0,0,1,6,5,5,-41.8,4.967,0,2,0
9,1,3,0,0,0,1,6,5,7,-41.8,4.967,0,2,0
9,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
7,2,3,0,0,2,1,6,5,2,-41.8,4.967,0,1,0
4,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,1,2,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,1,4,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
4,2,1,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
7,2,3,1,1,1,1,6,5,3,-41.8,4.967,0,2,0
0,1,2,1,1,1,1,6,5,2,-41.8,4.967,0,2,0
9,1,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
6,2,2,1,2,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,2,0,2,0,1,6,5,3,-41.8,4.967,0,2,0
4,2,4,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
0,3,4,0,0,0,1,6,5,5,-41.8,4.967,0,3,0
0,2,3,0,0,0,1,6,5,3,-41.8,4.967,0,1,0
0,1,2,0,2,2,1,6,5,1,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,6,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
0,2,4,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
0,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
10,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
9,2,4,1,2,0,1,6,5,1,-41.8,4.967,0,3,0
0,2,3,1,2,0,1,6,5,7,-41.8,4.967,0,3,0
6,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,3,0
6,2,4,1,0,0,1,6,5,1,-41.8,4.967,0,3,0
1,2,2,1,0,0,1,6,5,2,-41.8,4.967,0,1,0
2,1,4,0,0,2,1,6,5,4,-41.8,4.967,0,2,0
6,1,4,1,2,0,1,6,5,1,-41.8,4.967,0,3,0
9,2,1,0,0,0,1,6,5,2,-41.8,4.967,0,3,0
0,1,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,3,3,0,1,1,1,6,5,1,-41.8,4.967,0,2,0
0,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,3,0
0,2,3,0,2,0,1,6,5,20,-41.8,4.967,0,3,0
0,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,3,2,1,0,0,1,6,5,3,-41.8,4.967,0,3,0
10,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
0,3,3,0,2,2,1,6,5,5,-41.8,4.967,0,2,0
1,2,2,1,1,1,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
9,2,4,1,0,0,1,6,5,2,-41.8,4.967,0,3,0
5,2,2,1,0,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,3,0,0,2,1,6,5,3,-41.8,4.967,0,2,0
1,3,2,1,0,0,1,6,5,2,-41.8,4.967,0,2,0
10,2,4,0,2,0,1,6,5,6,-41.8,4.967,0,2,0
7,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,1,0
7,3,3,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
1,2,2,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
9,2,4,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
10,2,1,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,4,0,0,2,1,6,5,1,-41.8,4.967,0,2,0
0,2,4,0,0,0,1,6,5,4,-41.8,4.967,0,1,0
2,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,3,0
0,2,3,0,0,0,1,6,5,4,-41.8,4.967,0,2,0
1,2,3,0,2,0,1,6,5,6,-41.8,4.967,0,2,0
9,2,4,0,2,0,1,6,5,3,-41.8,4.967,0,1,0
9,2,4,1,2,0,1,6,5,2,-41.8,4.967,0,2,0
1,2,2,1,0,0,1,6,5,4,-41.8,4.967,0,3,0
9,2,4,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
0,1,4,0,2,0,1,6,5,10,-41.8,4.967,0,2,0
1,2,3,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
7,1,3,0,0,0,1,6,5,4,-41.8,4.967,0,2,0
9,3,2,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
4,2,3,0,2,2,1,6,5,2,-41.8,4.967,0,2,0
1,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,3,0,0,0,1,6,5,4,-41.8,4.967,0,2,0
1,1,2,0,0,2,1,6,5,4,-41.8,4.967,0,2,0
0,1,4,0,2,0,1,6,5,3,-41.8,4.967,0,2,0
0,1,4,1,2,0,1,6,5,7,-41.8,4.967,0,2,0
1,2,3,0,0,0,1,6,5,2,-41.8,4.967,0,1,0
0,3,4,0,0,0,1,6,5,3,-41.8,4.967,0,2,0
9,2,4,0,2,0,1,6,5,4,-41.8,4.967,0,2,0
9,1,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
0,3,4,0,2,0,1,6,5,6,-41.8,4.967,0,2,0
6,2,3,1,0,0,1,6,5,4,-41.8,4.967,0,3,0
9,2,4,0,0,0,1,6,5,2,-41.8,4.967,0,2,0
9,2,3,0,2,0,1,6,5,2,-41.8,4.967,0,2,0
1,1,3,0,2,0,1,6,5,3,-41.8,4.967,0,1,0
6,2,4,1,0,0,1,6,5,2,-41.8,4.967,0,3,0
2,2,3,0,2,0,1,6,5,3,-41.8,4.967,0,1,0
9,2,4,0,0,2,1,6,5,4,-41.8,4.967,0,1,0
6,1,4,0,0,2,1,6,5,4,-41.8,4.967,0,1,0
0,2,2,1,0,0,1,6,5,9,-41.8,4.967,1,3,0
5,2,2,1,0,2,1,6,5,3,-41.8,4.967,0,2,0
9,1,4,0,0,0,1,6,5,5,-41.8,4.967,0,1,0
3,2,4,1,0,0,1,6,5,3,-41.8,4.967,0,2,0
1,2,2,0,0,0,1,6,5,6,-41.8,4.967,0,3,0
0,2,1,1,0,0,1,6,5,16,-41.8,4.967,0,3,0
0,1,4,0,1,1,1,6,5,4,-41.8,4.967,0,1,0
9,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
1,2,3,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
9,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
9,1,4,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
3,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
0,2,4,0,2,0,1,6,5,5,-41.8,4.967,0,2,0
9,2,4,0,0,0,1,6,5,12,-41.8,4.967,0,2,0
1,2,3,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
7,3,3,0,2,0,1,6,5,3,-41.8,4.967,1,2,0
2,2,3,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
10,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,2,0
1,2,2,0,2,0,1,6,5,1,-41.8,4.967,0,3,0
4,2,4,0,2,0,1,6,5,1,-41.8,4.967,0,2,0
1,3,3,1,0,2,1,6,5,2,-41.8,4.967,0,2,0
0,1,4,1,0,0,1,6,5,5,-41.8,4.967,0,2,0
0,2,4,0,0,0,1,6,5,1,-41.8,4.967,0,1,0
7,2,4,1,0,0,1,6,5,1,-41.8,4.967,0,2,0
4,2,4,0,2,2,1,6,5,1,-41.8,4.967,0,2,0
