age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons_conf_idx,euribor_3_month,deposit,age_bucket,previous_campaign
52,5,2,3,1,2,2,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
31,1,2,2,0,0,0,1,6,5,5,999,0,1,-41.8,4.959,1,1,0
52,5,2,3,1,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
34,1,2,3,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
50,9,2,4,1,2,2,1,6,5,7,999,0,1,-41.8,4.959,1,3,0
45,4,2,4,0,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
36,6,1,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
41,1,2,2,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
42,0,2,2,0,0,0,1,6,5,17,999,0,1,-41.8,4.959,0,2,0
41,1,2,3,0,2,2,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
35,1,2,3,1,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
52,0,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
46,4,2,2,1,0,2,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
38,1,2,2,0,2,2,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
34,4,2,4,0,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
35,1,2,2,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
55,1,2,3,1,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
32,1,2,4,0,2,0,1,6,5,1,999,0,1,-41.8,4.959,0,1,0
37,1,2,2,1,0,0,1,6,5,1,999,0,1,-41.8,4.959,1,2,0
32,1,2,4,0,0,2,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
45,4,2,4,0,2,0,1,6,5,1,999,0,1,-41.8,4.959,0,2,0
36,1,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,1,2,0
41,4,2,4,0,2,0,1,6,5,1,999,0,1,-41.8,4.959,0,2,0
54,1,3,2,1,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
55,10,2,3,0,0,0,1,6,5,8,999,0,1,-41.8,4.959,0,3,0
29,9,2,4,0,2,0,1,6,5,1,999,0,1,-41.8,4.959,1,1,0
39,9,1,4,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
53,9,2,4,1,0,0,1,6,5,6,999,0,1,-41.8,4.959,0,3,0
41,1,2,4,0,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
58,1,2,2,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
36,0,2,4,0,2,2,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
44,7,2,3,0,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
31,1,1,3,1,0,2,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
38,1,2,3,1,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
33,0,2,4,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
58,4,2,2,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
58,1,2,2,1,2,0,1,6,5,2,999,0,1,-41.8,4.959,1,3,0
50,0,3,3,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
44,0,3,4,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
39,10,2,3,1,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
33,0,2,3,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
43,9,2,3,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
36,6,3,2,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
44,1,2,2,1,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
43,0,2,3,0,0,0,1,6,5,10,999,0,1,-41.8,4.959,1,2,0
31,1,2,2,0,2,0,1,6,5,12,999,0,1,-41.8,4.959,0,1,0
27,7,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
49,1,2,2,1,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
35,1,2,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
48,1,2,3,1,0,0,1,6,5,10,999,0,1,-41.8,4.959,0,3,0
47,7,2,2,0,2,2,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
36,1,2,4,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
42,1,2,3,1,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
59,5,2,2,1,0,2,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
57,1,2,2,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
54,9,2,3,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
53,1,2,3,1,2,2,1,6,5,20,999,0,1,-41.8,4.959,0,3,0
27,0,1,4,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
44,10,2,3,0,0,0,1,6,5,8,999,0,1,-41.8,4.959,0,2,0
35,4,3,3,0,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
26,1,2,2,0,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,1,0
34,1,2,2,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
33,7,1,3,0,0,0,1,6,5,18,999,0,1,-41.8,4.959,0,2,0
36,1,1,3,1,1,1,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
35,0,2,3,0,2,2,1,6,5,9,999,0,1,-41.8,4.959,0,2,0
46,9,3,4,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
34,0,1,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
56,1,2,2,0,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
28,0,1,4,0,2,0,1,6,5,14,999,0,1,-41.8,4.959,0,1,0
54,10,2,3,0,0,0,1,6,5,10,999,0,1,-41.8,4.959,0,3,0
35,1,1,2,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
29,0,2,4,0,0,2,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
40,0,2,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
38,1,1,4,1,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
40,2,1,3,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
28,1,2,3,1,0,2,1,6,5,5,999,0,1,-41.8,4.959,0,1,0
46,0,2,3,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
36,1,2,3,0,2,2,1,6,5,14,999,0,1,-41.8,4.959,0,2,0
43,7,2,2,1,0,0,1,6,5,12,999,0,1,-41.8,4.959,0,2,0
42,4,2,2,1,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
36,0,2,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
58,0,2,1,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
35,1,1,2,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
52,4,2,1,1,2,0,1,6,5,13,999,0,1,-41.8,4.959,0,3,0
28,7,2,1,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
56,6,1,3,1,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
37,1,2,1,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
36,9,1,1,0,0,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
48,4,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
40,6,2,4,0,0,0,1,6,5,18,999,0,1,-41.8,4.959,0,2,0
32,0,1,4,1,0,2,1,6,5,11,999,0,1,-41.8,4.959,0,1,0
58,5,3,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
43,9,2,3,1,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
48,1,2,2,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
49,7,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
36,1,2,3,0,2,2,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
43,0,1,4,0,0,2,1,6,5,14,999,0,1,-41.8,4.959,0,2,0
35,7,1,3,0,0,0,1,6,5,14,999,0,1,-41.8,4.959,0,2,0
35,9,1,4,0,1,1,1,6,5,21,999,0,1,-41.8,4.959,0,2,0
58,1,2,1,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
46,3,2,2,0,0,0,1,6,5,10,999,0,1,-41.8,4.959,0,2,0
55,0,3,4,0,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,3,0
41,9,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
34,0,2,4,0,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
41,0,2,3,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
50,10,2,3,1,0,0,1,6,5,11,999,0,1,-41.8,4.959,0,3,0
28,1,2,2,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
33,1,1,3,0,0,0,1,6,5,18,999,0,1,-41.8,4.959,0,2,0
46,1,3,2,0,2,2,1,6,5,13,999,0,1,-41.8,4.959,0,2,0
59,5,2,4,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
46,0,2,3,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
29,0,1,4,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,1,0
39,2,3,4,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
53,1,2,2,0,0,2,1,6,5,22,999,0,1,-41.8,4.959,0,3,0
35,0,2,3,0,0,0,1,6,5,21,999,0,1,-41.8,4.959,0,2,0
41,1,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
57,5,2,2,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
39,7,3,3,0,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
58,5,2,4,1,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
53,4,3,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
57,2,2,3,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
43,9,2,3,1,2,2,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
37,0,2,2,0,0,0,1,6,5,14,999,0,1,-41.8,4.959,0,2,0
33,7,1,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
54,7,2,3,0,0,0,1,6,5,20,999,0,1,-41.8,4.959,0,3,0
45,2,2,4,1,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
44,7,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
58,1,2,4,0,0,0,1,6,5,12,999,0,1,-41.8,4.959,0,3,0
42,9,2,4,0,0,0,1,6,5,20,999,0,1,-41.8,4.959,0,2,0
39,7,2,3,1,0,0,1,6,5,9,999,0,1,-41.8,4.959,0,2,0
44,9,1,2,1,0,0,1,6,5,9,999,0,1,-41.8,4.959,0,2,0
57,5,2,4,0,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
39,0,2,3,0,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
48,5,2,1,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
40,0,2,3,1,2,0,1,6,5,10,999,0,1,-41.8,4.959,0,2,0
45,0,3,4,1,1,1,1,6,5,12,999,0,1,-41.8,4.959,0,2,0
37,0,3,3,0,2,0,1,6,5,12,999,0,1,-41.8,4.959,0,2,0
26,0,1,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
57,4,2,4,0,0,2,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
31,8,1,1,1,2,0,1,6,5,8,999,0,1,-41.8,4.959,0,1,0
45,1,2,2,1,2,0,1,6,5,11,999,0,1,-41.8,4.959,0,2,0
36,1,2,3,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
56,9,3,3,0,2,0,1,6,5,8,999,0,1,-41.8,4.959,0,3,0
36,0,1,3,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
33,7,0,3,0,0,0,1,6,5,21,999,0,1,-41.8,4.959,0,2,0
34,4,2,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
53,7,2,3,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
55,0,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
34,1,1,2,0,2,2,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
42,3,2,2,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
39,1,2,2,1,0,0,1,6,5,16,999,0,1,-41.8,4.959,0,2,0
53,4,2,3,1,2,0,1,6,5,7,999,0,1,-41.8,4.959,0,3,0
30,0,3,3,0,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,1,0
31,4,1,4,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,1,0
35,7,2,2,0,2,0,1,6,5,10,999,0,1,-41.8,4.959,0,2,0
43,0,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,1,2,0
40,3,1,4,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
49,9,2,4,0,2,0,1,6,5,14,999,0,1,-41.8,4.959,0,3,0
26,1,1,3,1,0,2,1,6,5,14,999,0,1,-41.8,4.959,0,1,0
55,1,3,3,0,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,3,0
56,5,2,2,0,2,0,1,6,5,19,999,0,1,-41.8,4.959,0,3,0
58,5,2,2,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
52,9,2,4,1,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
30,7,1,3,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
31,1,1,2,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
34,0,2,4,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
36,6,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
55,0,2,4,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
35,1,2,3,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
43,4,2,4,0,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
35,2,2,4,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
38,9,3,4,0,2,0,1,6,5,8,999,0,1,-41.8,4.959,0,2,0
35,0,2,3,0,0,2,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
55,1,2,2,1,2,0,1,6,5,2,999,0,1,-41.8,4.959,1,3,0
31,2,1,2,1,2,2,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
56,6,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
32,0,2,4,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
34,7,2,3,0,0,0,1,6,5,14,999,0,1,-41.8,4.959,0,2,0
44,0,3,3,0,2,2,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
45,6,3,4,1,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
29,1,1,4,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
31,9,2,4,0,0,2,1,6,5,6,999,0,1,-41.8,4.959,1,1,0
38,1,2,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,1,2,0
44,0,2,4,0,0,0,1,6,5,10,999,0,1,-41.8,4.959,0,2,0
39,3,2,4,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
32,1,2,2,0,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,1,0
57,0,2,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
30,1,2,3,0,2,0,1,6,5,14,999,0,1,-41.8,4.959,0,1,0
43,0,2,3,0,2,0,1,6,5,15,999,0,1,-41.8,4.959,0,2,0
40,7,3,3,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
33,0,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
31,2,1,4,1,0,0,1,6,5,12,999,0,1,-41.8,4.959,0,1,0
50,0,2,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
25,1,1,3,1,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
40,1,1,1,1,2,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
44,6,1,4,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
48,10,2,3,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
30,1,1,3,1,0,0,1,6,5,8,999,0,1,-41.8,4.959,0,1,0
60,6,1,3,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
43,7,2,3,0,0,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
57,1,3,2,0,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
48,1,2,2,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
35,0,2,3,0,0,2,1,6,5,4,999,0,1,-41.8,4.959,1,2,0
51,9,2,1,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
48,2,2,4,0,0,0,1,6,5,12,999,0,1,-41.8,4.959,0,3,0
36,0,2,4,0,1,1,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
42,3,2,2,1,2,0,1,6,5,8,999,0,1,-41.8,4.959,0,2,0
33,9,1,4,0,0,2,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
50,4,2,3,1,0,0,1,6,5,8,999,0,1,-41.8,4.959,0,3,0
55,11,2,2,1,0,0,1,6,5,7,999,0,1,-41.8,4.959,0,3,0
40,7,2,2,1,0,0,1,6,5,11,999,0,1,-41.8,4.959,0,2,0
56,5,3,2,0,2,0,1,6,5,15,999,0,1,-41.8,4.959,0,3,0
37,9,2,4,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
36,1,1,3,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
36,0,2,4,0,2,0,1,6,5,9,999,0,1,-41.8,4.959,0,2,0
41,9,2,3,0,0,0,1,6,5,12,999,0,1,-41.8,4.959,0,2,0
42,1,2,2,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
42,2,2,4,0,2,0,1,6,5,5,999,0,1,-41.8,4.959,1,2,0
49,4,2,3,0,0,0,1,6,5,13,999,0,1,-41.8,4.959,0,3,0
53,9,2,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
42,0,3,4,0,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
33,1,2,2,0,2,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
40,0,2,3,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
31,4,1,4,1,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
30,0,3,3,0,0,0,1,6,5,10,999,0,1,-41.8,4.959,0,1,0
31,2,2,4,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
44,0,1,4,1,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
44,4,2,4,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
56,9,2,1,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
57,5,1,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
34,7,3,3,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
36,0,2,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
27,4,1,3,0,2,2,1,6,5,4,999,0,1,-41.8,4.959,0,1,0
44,5,1,2,0,2,2,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
46,0,3,4,0,2,0,1,6,5,12,999,0,1,-41.8,4.959,0,2,0
25,0,1,3,0,0,0,1,6,5,7,999,0,1,-41.8,4.959,0,1,0
59,2,2,4,0,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
25,10,1,3,1,0,0,1,6,5,9,999,0,1,-41.8,4.959,0,1,0
37,9,2,4,0,0,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
31,2,1,2,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
59,5,3,2,1,0,2,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
39,7,1,3,0,0,0,1,6,5,10,999,0,1,-41.8,4.959,0,2,0
32,7,1,3,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,1,0
55,10,3,3,0,0,0,1,6,5,6,999,0,1,-41.8,4.959,0,3,0
25,7,1,3,0,2,0,1,6,5,14,999,0,1,-41.8,4.959,0,1,0
42,7,2,3,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
40,0,1,3,0,2,2,1,6,5,13,999,0,1,-41.8,4.959,0,2,0
52,5,2,4,0,0,0,1,6,5,7,999,0,1,-41.8,4.959,0,3,0
59,7,2,3,1,2,0,1,6,5,7,999,0,1,-41.8,4.959,0,3,0
50,2,2,3,0,2,0,1,6,5,12,999,0,1,-41.8,4.959,0,3,0
33,0,3,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
58,1,0,3,1,0,0,1,6,5,6,999,0,1,-41.8,4.959,0,3,0
56,5,2,3,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,1,3,0
50,1,2,2,1,2,2,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
31,4,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
36,0,2,3,0,0,2,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
40,0,2,4,0,0,0,1,6,5,21,999,0,1,-41.8,4.959,0,2,0
22,9,1,4,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,1,0
27,10,2,3,0,2,0,1,6,5,13,999,0,1,-41.8,4.959,0,1,0
30,1,2,3,0,0,2,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
51,4,2,4,1,0,0,1,6,5,10,999,0,1,-41.8,4.959,0,3,0
39,4,2,4,0,0,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
30,1,2,2,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,1,0
58,5,3,4,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
53,1,2,3,0,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
23,1,1,2,0,2,0,1,6,5,10,999,0,1,-41.8,4.959,0,1,0
45,4,1,3,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
48,0,3,3,0,0,2,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
29,1,2,1,1,0,2,1,6,5,5,999,0,1,-41.8,4.959,0,1,0
37,1,2,3,0,0,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
40,9,1,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
40,4,2,1,0,0,2,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
40,3,2,2,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
38,1,1,3,0,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
41,6,3,4,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
33,0,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
58,1,2,3,1,2,0,1,6,5,15,999,0,1,-41.8,4.959,0,3,0
42,9,3,3,0,0,0,1,6,5,22,999,0,1,-41.8,4.959,0,2,0
59,5,2,3,1,0,0,1,6,5,8,999,0,1,-41.8,4.959,0,3,0
30,0,2,4,0,2,2,1,6,5,7,999,0,1,-41.8,4.959,0,1,0
32,7,1,3,0,2,0,1,6,5,11,999,0,1,-41.8,4.959,0,1,0
40,1,2,3,1,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
21,8,1,3,0,0,0,1,6,5,7,999,0,1,-41.8,4.959,0,1,0
37,7,2,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
47,7,2,3,1,0,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
34,0,2,4,0,2,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
51,4,2,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
50,2,2,2,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,3,0
36,1,1,3,0,2,2,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
53,1,2,2,1,2,0,1,6,5,18,999,0,1,-41.8,4.959,0,3,0
31,0,1,3,1,2,2,1,6,5,15,999,0,1,-41.8,4.959,0,1,0
47,2,1,4,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
51,7,3,1,1,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
56,5,2,2,0,2,2,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
44,6,2,4,0,2,2,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
56,0,2,4,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
51,7,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
58,2,2,2,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
41,2,2,4,1,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
29,0,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
48,0,1,4,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,3,0
37,1,2,2,0,2,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
30,7,1,3,0,1,1,1,6,5,9,999,0,1,-41.8,4.959,0,1,0
46,2,2,4,1,0,0,1,6,5,6,999,0,1,-41.8,4.959,0,2,0
37,9,1,4,1,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
31,0,3,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,1,0
33,6,1,4,0,1,1,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
34,6,1,4,0,2,0,1,6,5,2,999,0,1,-41.8,4.959,0,2,0
39,9,1,3,0,2,0,1,6,5,9,999,0,1,-41.8,4.959,0,2,0
28,0,2,4,0,0,0,1,6,5,2,999,0,1,-41.8,4.959,0,1,0
58,9,2,4,1,2,0,1,6,5,8,999,0,1,-41.8,4.959,0,3,0
45,1,2,2,1,2,2,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
47,7,2,3,1,2,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
53,1,3,2,1,2,0,1,6,5,5,999,0,1,-41.8,4.959,0,3,0
41,0,2,3,1,0,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
33,1,2,3,0,0,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
38,6,1,3,1,2,2,1,6,5,5,999,0,1,-41.8,4.959,0,2,0
60,6,2,4,1,2,0,1,6,5,4,999,0,1,-41.8,4.959,0,3,0
36,0,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
37,0,2,3,0,2,0,1,6,5,3,999,0,1,-41.8,4.959,0,2,0
52,5,2,4,0,2,0,1,6,5,12,999,0,1,-41.8,4.959,0,3,0
47,0,2,3,0,2,0,1,6,5,7,999,0,1,-41.8,4.959,0,2,0
44,1,2,3,0,0,0,1,6,5,4,999,0,1,-41.8,4.959,0,2,0
